NUMBER,UNIT_NAME,STATE,NPS REGION,NPCA REGION,COMMON NAME,SPECIES,TAXA,STATUS
1308,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Salt marsh bird's-beak,Cordylanthus maritimus ssp. maritimus,Flowering Plants,Endangered
1309,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,San Clemente Island lotus (=broom),Acmispon dendroideus var. traskiae (=Lotus d. ssp. traskiae),Flowering Plants,Threatened
1310,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Ventura Marsh Milk-vetch,Astragalus pycnostachyus var. lanosissimus,Flowering Plants,Endangered
1311,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,California least tern,Sterna antillarum browni,Birds,Endangered
1312,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Least Bell's vireo,Vireo bellii pusillus,Birds,Endangered
1313,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Light-footed clapper rail,Rallus longirostris levipes,Birds,Endangered
1314,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Tidewater goby,Eucyclogobius newberryi,Fishes,Endangered
1315,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Pacific pocket mouse,Perognathus longimembris pacificus,Mammals,Endangered
1316,Scotts Bluff National Monument,NE,Midwest,Midwest,Whooping crane,Grus americana,Birds,Endangered; Experimental
1317,Sequoia National Park,CA,Pacific West ,Pacific,Little Kern golden trout,Oncorhynchus aguabonita whitei,Fishes,Threatened
1318,Sequoia National Park,CA,Pacific West ,Pacific,Mountain yellow-legged frog,Rana muscosa,Amphibians,Endangered
1319,Sequoia National Park,CA,Pacific West ,Pacific,Sierra Nevada bighorn sheep,Ovis canadensis sierrae,Mammals,Endangered
1320,Sequoia National Park,CA,Pacific West ,Pacific,Oregon spotted frog,Rana pretiosa,Amphibians,Threatened
1321,Sequoia National Park,CA,Pacific West ,Pacific,Sierra Nevada Yellow-legged Frog,Rana sierrae,Amphibians,Endangered
1322,Sequoia National Park,CA,Pacific West ,Pacific,Menzies' wallflower,Erysimum menziesii,Flowering Plants,Endangered
1323,Sequoia National Park,CA,Pacific West ,Pacific,Least Bell's vireo,Vireo bellii pusillus,Birds,Endangered
1324,Sequoia National Park,CA,Pacific West ,Pacific,Yosemite toad,Anaxyrus canorus,Amphibians,Threatened
1325,Shenandoah National Park,VA,Northeast,Mid-Atlantic,Cumberland monkeyface (pearlymussel),Quadrula intermedia,Clams and Mussels,Endangered; Experimental
1326,Shenandoah National Park,VA,Northeast,Mid-Atlantic,Dwarf wedgemussel,Alasmidonta heterodon,Clams and Mussels,Endangered
1327,Shenandoah National Park,VA,Northeast,Mid-Atlantic,Madison Cave isopod,Antrolana lira,Crustaceans,Threatened
1328,Shenandoah National Park,VA,Northeast,Mid-Atlantic,Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened
1329,Shenandoah National Park,VA,Northeast,Mid-Atlantic,Virginia sneezeweed,Helenium virginicum,Flowering Plants,Threatened
1330,Shenandoah National Park,VA,Northeast,Mid-Atlantic,Virginia big-eared bat,Corynorhinus (=Plecotus) townsendii virginianus,Mammals,Endangered
1331,Shenandoah National Park,VA,Northeast,Mid-Atlantic,Shenandoah salamander,Plethodon shenandoah,Amphibians,Endangered
1332,Shenandoah National Park,VA,Northeast,Mid-Atlantic,Shiny pigtoe,Fusconaia cor,Clams and Mussels,Endangered; Experimental
1333,Shenandoah National Park,VA,Northeast,Mid-Atlantic,Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened
1334,Shiloh National Military Park,MS,Southeast,Southeast,Orangefoot pimpleback (pearlymussel),Plethobasus cooperianus,Clams and Mussels,Endangered
1335,Shiloh National Military Park,MS,Southeast,Southeast,Pink mucket (pearlymussel),Lampsilis abrupta,Clams and Mussels,Endangered
1336,Shiloh National Military Park,MS,Southeast,Southeast,Ring pink (mussel),Obovaria retusa,Clams and Mussels,Endangered
1337,Shiloh National Military Park,MS,Southeast,Southeast,Rough pigtoe,Pleurobema plenum,Clams and Mussels,Endangered
1338,Shiloh National Military Park,MS,Southeast,Southeast,Sheepnose Mussel,Plethobasus cyphyus,Clams and Mussels,Endangered
1339,Shiloh National Military Park,MS,Southeast,Southeast,Spectaclecase (mussel),Cumberlandia monodonta,Clams and Mussels,Endangered
1340,Shiloh National Military Park,MS,Southeast,Southeast,Gray bat,Myotis grisescens,Mammals,Endangered
1341,Sitka National Historical Park,AK,Alaska,Alaska,Eskimo curlew,Numenius borealis,Birds,Endangered
1342,Sitka National Historical Park,AK,Alaska,Alaska,Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Birds,Endangered
1343,Sleeping Bear Dunes National Lakeshore,MI,Midwest,Midwest,Michigan monkey-flower,Mimulus michiganensis,Flowering Plants,Endangered
1344,Sleeping Bear Dunes National Lakeshore,MI,Midwest,Midwest,Piping Plover,Charadrius melodus,Birds,Endangered; Threatened
1345,Sleeping Bear Dunes National Lakeshore,MI,Midwest,Midwest,Pitcher's thistle,Cirsium pitcheri,Flowering Plants,Threatened
1346,Sleeping Bear Dunes National Lakeshore,MI,Midwest,Midwest,Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened
1347,Stones River National Battlefield,TN,Southeast,Southeast,Guthrie's (=Pyne's) ground-plum,Astragalus bibullatus,Flowering Plants,Endangered
1348,Stones River National Battlefield,TN,Southeast,Southeast,June sucker,Chasmistes liorus,Fishes,Endangered
1349,Stones River National Battlefield,TN,Southeast,Southeast,Leafy prairie-clover,Dalea foliosa,Flowering Plants,Endangered
1350,Stones River National Battlefield,TN,Southeast,Southeast,Gray bat,Myotis grisescens,Mammals,Endangered
1351,Theodore Roosevelt National Park,ND,Midwest,Northern Rockies,Whooping crane,Grus americana,Birds,Endangered; Experimental
1352,Timpanogos Cave National Monument,UT,Intermountain,Southwest,Dwarf Bear-poppy,Arctomecon humilis,Flowering Plants,Endangered
1353,Timpanogos Cave National Monument,UT,Intermountain,Southwest,June sucker,Chasmistes liorus,Fishes,Endangered
1354,Timucuan Ecological and Historic Preserve,FL,Southeast,Sun Coast,North Atlantic Right Whale,Eubalaena glacialis,Mammals,Endangered
1355,Timucuan Ecological and Historic Preserve,FL,Southeast,Sun Coast,Piping Plover,Charadrius melodus,Birds,Endangered; Threatened
1356,Timucuan Ecological and Historic Preserve,FL,Southeast,Sun Coast,West Indian Manatee,Trichechus manatus,Mammals,Threatened
1357,Timucuan Ecological and Historic Preserve,FL,Southeast,Sun Coast,Frosted Flatwoods salamander,Ambystoma cingulatum,Amphibians,Threatened
1358,Tonto National Monument,AZ,Intermountain ,Southwest,Mexican spotted owl,Strix occidentalis lucida,Birds,Threatened
1359,Tonto National Monument,AZ,Intermountain ,Southwest,Gila topminnow (incl. Yaqui),Poeciliopsis occidentalis,Fishes,Endangered
1360,Tonto National Monument,AZ,Intermountain ,Southwest,Yuma clapper rail,Rallus longirostris yumanensis,Birds,Endangered
1361,Tumacacori National Historical Park,AZ,Intermountain ,Southwest,Southwestern willow flycatcher,Empidonax traillii extimus,Birds,Endangered
1362,Tumacacori National Historical Park,AZ,Intermountain ,Southwest,Yellow-billed Cuckoo,Coccyzus americanus,Birds,Threatened
1363,Tumacacori National Historical Park,AZ,Intermountain ,Southwest,Chiricahua leopard frog,Rana chiricahuensis,Amphibians,Threatened
1364,Tumacacori National Historical Park,AZ,Intermountain ,Southwest,Gila topminnow (incl. Yaqui),Poeciliopsis occidentalis,Fishes,Endangered
1365,Tuzigoot National Monument,AZ,Intermountain ,Southwest,Narrow-headed gartersnake ,Thamnophis rufipunctatus,Reptiles,Threatened
1366,Tuzigoot National Monument,AZ,Intermountain ,Southwest,Northern Mexican gartersnake ,Thamnophis eques megalops,Reptiles,Threatened
1367,Tuzigoot National Monument,AZ,Intermountain ,Southwest,Razorback sucker,Xyrauchen texanus,Fishes,Endangered
1368,Tuzigoot National Monument,AZ,Intermountain ,Southwest,Southwestern willow flycatcher,Empidonax traillii extimus,Birds,Endangered
1369,Tuzigoot National Monument,AZ,Intermountain ,Southwest,Yellow-billed Cuckoo,Coccyzus americanus,Birds,Threatened
1370,Tuzigoot National Monument,AZ,Intermountain ,Southwest,Spikedace,Meda fulgida,Fishes,Endangered
1371,Tuzigoot National Monument,AZ,Intermountain ,Southwest,Woundfin,Plagopterus argentissimus,Fishes,Endangered; Experimental
1372,Ulysses S. Grant National Historic Site,MO,Midwest,Midwest,Decurrent false aster,Boltonia decurrens,Flowering Plants,Threatened
1373,Ulysses S. Grant National Historic Site,MO,Midwest,Midwest,Running buffalo clover,Trifolium stoloniferum,Flowering Plants,Endangered
1374,Ulysses S. Grant National Historic Site,MO,Midwest,Midwest,Gray bat,Myotis grisescens,Mammals,Endangered
1375,Ulysses S. Grant National Historic Site,MO,Midwest,Midwest,Mead's milkweed,Asclepias meadii,Flowering Plants,Threatened
1376,Valles Caldera National Preserve,NM,Intermountain,Southwest,Jemez Mountains salamander,Plethodon neomexicanus,Amphibians,Endangered
1377,Valles Caldera National Preserve,NM,Intermountain,Southwest,New Mexico meadow jumping mouse,Zapus hudsonius luteus,Mammals,Endangered
1378,Virgin Islands Coral Reef National Monument,VI,Southeast,Sun Coast ,Elkhorn coral,Acropora palmata,Corals,Threatened
1379,Virgin Islands Coral Reef National Monument,VI,Southeast,Sun Coast ,Green sea turtle,Chelonia mydas,Reptiles,Endangered; Threatened
1380,Virgin Islands Coral Reef National Monument,VI,Southeast,Sun Coast ,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
1381,Virgin Islands Coral Reef National Monument,VI,Southeast,Sun Coast ,Staghorn coral,Acropora cervicornis,Corals,Threatened
1382,Virgin Islands Coral Reef National Monument,VI,Southeast,Sun Coast ,Finback whale,Balaenoptera physalus,Mammals,Endangered
1383,Virgin Islands Coral Reef National Monument,VI,Southeast,Sun Coast ,Sperm whale,Physeter catodon (=macrocephalus),Mammals,Endangered
1384,Virgin Islands Coral Reef National Monument,VI,Southeast,Sun Coast ,Virgin Islands tree boa,Epicrates monensis granti,Reptiles,Endangered
1385,Virgin Islands National Park,VI,Southeast,Sun Coast ,Elkhorn coral,Acropora palmata,Corals,Threatened
1386,Virgin Islands National Park,VI,Southeast,Sun Coast ,Green sea turtle,Chelonia mydas,Reptiles,Endangered; Threatened
1387,Virgin Islands National Park,VI,Southeast,Sun Coast ,NA,Calyptranthes thomasiana,Flowering Plants,Endangered
1388,Virgin Islands National Park,VI,Southeast,Sun Coast ,St. Thomas prickly-ash,Zanthoxylum thomasianum,Flowering Plants,Endangered
1389,Virgin Islands National Park,VI,Southeast,Sun Coast ,Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered
1390,Virgin Islands National Park,VI,Southeast,Sun Coast ,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
1391,Virgin Islands National Park,VI,Southeast,Sun Coast ,Staghorn coral,Acropora cervicornis,Corals,Threatened
1392,Virgin Islands National Park,VI,Southeast,Sun Coast ,Finback whale,Balaenoptera physalus,Mammals,Endangered
1393,Virgin Islands National Park,VI,Southeast,Sun Coast ,Sperm whale,Physeter catodon (=macrocephalus),Mammals,Endangered
1394,Virgin Islands National Park,VI,Southeast,Sun Coast ,Virgin Islands tree boa,Epicrates monensis granti,Reptiles,Endangered
1395,Voyageurs National Park,MN,Midwest,Midwest,Canada Lynx,Lynx canadensis,Mammals,Threatened
1396,Voyageurs National Park,MN,Midwest,Midwest,Gray Wolf,Canis lupus,Mammals,Threatened
1397,Voyageurs National Park,MN,Midwest,Midwest,Sheepnose Mussel,Plethobasus cyphyus,Clams and Mussels,Endangered
1398,Waco Mammoth National Monument,TX,Intermountain,Texas,Golden-cheeked warbler (=wood),Dendroica chrysoparia,Birds,Endangered
1399,Walnut Canyon National Monument,AZ,Intermountain ,Southwest,Mexican spotted owl,Strix occidentalis lucida,Birds,Threatened
1400,Walnut Canyon National Monument,AZ,Intermountain ,Southwest,Mexican wolf,Canis lupus baileyi,Mammals,Endangered; Experimental
1401,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Fragile tree snail,Samoana fragilis,Snails,Endangered
1402,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Green sea turtle,Chelonia mydas,Reptiles,Endangered; Threatened
1403,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Fadang,Cycas micronesica,Flowering Plants,Threatened
1404,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Guam tree snail,Partula radiolata,Snails,Endangered
1405,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Guam kingfisher,Todiramphus cinnamominus,Birds,Endangered
1406,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Guam rail,Rallus owstoni,Birds,Endangered; Experimental
1407,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Humped tree snail,Partula gibba,Snails,Endangered
1408,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
1409,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Mariana (=aga) Crow,Corvus kubaryi,Birds,Endangered
1410,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Mariana common moorhen,Gallinula chloropus guami,Birds,Endangered
1411,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Mariana eight-spot butterfly,Hypolimnas octocula marianensis,Insects,Endangered
1412,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Mariana fruit Bat (=Mariana flying fox),Pteropus mariannus mariannus,Mammals,Threatened
1413,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Mariana gray swiftlet,Aerodramus vanikorensis bartschi,Birds,Endangered
1414,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Nightingale reed warbler (old world warbler),Acrocephalus luscinia,Birds,Endangered
1415,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,NA,Phyllanthus saffordii,Flowering Plants,Endangered
1416,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,No Common Name,Tinospora homosepala,Flowering Plants,Endangered
1417,War in the Pacific National Historical Park,GU,Pacific West ,Pacific,Paudedo,Hedyotis megalantha,Flowering Plants,Endangered
1418,Washita Battlefield National Historic Site,OK,Intermountain,Texas,Whooping crane,Grus americana,Birds,Endangered; Experimental
1419,Whiskeytown-Shasta-Trinity National Recreation Area,CA,Pacific West ,Pacific,Northern spotted owl,Strix occidentalis caurina,Birds,Threatened
1420,Whiskeytown-Shasta-Trinity National Recreation Area,CA,Pacific West ,Pacific,Menzies' wallflower,Erysimum menziesii,Flowering Plants,Endangered
1421,Whiskeytown-Shasta-Trinity National Recreation Area,CA,Pacific West ,Pacific,Vernal pool tadpole shrimp,Lepidurus packardi,Crustaceans,Endangered
1422,White Sands National Monument,NM,Intermountain,Southwest,Sacramento prickly poppy,Argemone pleiacantha ssp. pinnatisecta,Flowering Plants,Endangered
1423,Wilson's Creek National Battlefield,MO,Midwest,Midwest,Running buffalo clover,Trifolium stoloniferum,Flowering Plants,Endangered
1424,Wilson's Creek National Battlefield,MO,Midwest,Midwest,Virginia sneezeweed,Helenium virginicum,Flowering Plants,Threatened
1425,Wilson's Creek National Battlefield,MO,Midwest,Midwest,Gray bat,Myotis grisescens,Mammals,Endangered
1426,Wilson's Creek National Battlefield,MO,Midwest,Midwest,Ozark cavefish,Amblyopsis rosae,Fishes,Threatened
1427,Wind Cave National Park,SD,Midwest,Midwest,Whooping crane,Grus americana,Birds,Endangered; Experimental
1428,Wrangell-St. Elias National Park & Preserve,AK,Alaska,Alaska,Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Birds,Endangered
1429,Wrangell-St. Elias National Park & Preserve,AK,Alaska,Alaska,Finback whale,Balaenoptera physalus,Mammals,Endangered
1430,Wrangell-St. Elias National Park & Preserve,AK,Alaska,Alaska,Beluga whale,Delphinapterus leucas,Mammals,Endangered
1431,Wrangell-St. Elias National Park & Preserve,AK,Alaska,Alaska,Wood Bison,Bison bison athabascae,Mammals,Threatened
1432,Yellowstone National Park,"ID, MT, WY",Intermountain ,Northern Rockies,Canada Lynx,Lynx canadensis,Mammals,Threatened
1433,Yellowstone National Park,"ID, MT, WY",Intermountain ,Northern Rockies,Grizzly bear,Ursus arctos horribilis,Mammals,Threatened
1434,Yosemite National Park,CA,Pacific West ,Pacific,Sierra Nevada bighorn sheep,Ovis canadensis sierrae,Mammals,Endangered
1435,Yosemite National Park,CA,Pacific West ,Pacific,Lahontan cutthroat trout,Oncorhynchus clarkii henshawi,Fishes,Threatened
1436,Yosemite National Park,CA,Pacific West ,Pacific,Oregon spotted frog,Rana pretiosa,Amphibians,Threatened
1437,Yosemite National Park,CA,Pacific West ,Pacific,Paiute cutthroat trout,Oncorhynchus clarkii seleniris,Fishes,Threatened
1438,Yosemite National Park,CA,Pacific West ,Pacific,Menzies' wallflower,Erysimum menziesii,Flowering Plants,Endangered
1439,Yosemite National Park,CA,Pacific West ,Pacific,Sierra Nevada Yellow-legged Frog,Rana sierrae,Amphibians,Endangered
1440,Yosemite National Park,CA,Pacific West ,Pacific,Steelhead,Oncorhynchus (=Salmo) mykiss,Fishes,Endangered
1441,Yosemite National Park,CA,Pacific West ,Pacific,Yosemite toad,Anaxyrus canorus,Amphibians,Threatened
1442,Yucca House National Monument,CO,Intermountain ,Southwest,Preble's meadow jumping mouse,Zapus hudsonius preblei,Mammals,Threatened
